Показатель,"Всего, тыс.р.","Министерств, федеральных агенств",Фондов поддержки научной деятельности,Местные бюджеты,Российские хозяйствующие субъекты,Спонсоры и собственные средства ВУЗа,Иные источники,Зарубежные источники
Научные исследования и разработки,45202.5,0,0,0,0,0,0,0
